0.0353187	,0.361166	,
0.0128988	,2.89986	,
0.0160594	,0.0943947	,
0.0463909	,3.0323	,
0.0151161	,0.054925	,
0.0218691	,0.101717	,
0.0161615	,0.261723	,
0.0330662	,0.0828684	,
0.0391586	,2.64999	,
0.0183627	,0.0845543	,
0.0250943	,2.81065	,
0.0114489	,2.91093	,
0.0188417	,0.0934643	,
0.0946429	,2.09282	,
0.0243318	,0.37234	,
0.00983749	,0.115243	,
0.012681	,0.0864147	,
0.0217691	,3.06112	,
0.0240731	,2.77705	,
0.0130886	,0.0749365	,
0.0373498	,0.273266	,
0.029006	,3.02032	,
0.01899	,0.0738515	,
0.0110342	,2.9213	,
0.0115471	,0.0519946	,
0.0192954	,2.95826	,
0.0148851	,0.0986958	,
0.0237644	,0.313016	,
0.0154752	,0.103497	,
0.00860563	,0.0388477	,
0.0435923	,0.498635	,
0.00812918	,0.0714897	,
0.0335096	,0.138003	,
0.0347206	,0.124777	,
0.0302663	,2.5857	,
0.0170752	,0.135148	,
0.030503	,2.72887	,
0.0340206	,0.451663	,
0.00828124	,0.0825285	,
0.00897014	,2.88726	,
0.0797259	,1.25587	,
0.0139173	,0.163608	,
0.0342846	,2.67226	,
0.0300089	,2.83868	,
0.0188309	,0.117485	,
0.020918	,0.101181	,
0.0100984	,0.0810092	,
0.0338322	,0.0985305	,
0.00705495	,0.0659534	,
0.0116465	,0.253662	,
0.0196392	,0.0957821	,
0.0497961	,0.493832	,
0.0161506	,0.0805512	,
0.083179	,2.09207	,
0.0100763	,2.84139	,
0.0177404	,0.323632	,
0.0855418	,0.787313	,
0.0204724	,0.378504	,
0.0181132	,0.331075	,
0.0090111	,2.98497	,
0.00689112	,0.0377755	,
0.0199013	,0.0684878	,
0.0185223	,2.71237	,
0.0220828	,0.128511	,
0.0129256	,2.96214	,
0.0175428	,0.0917407	,
0.0187526	,0.096077	,
0.0215751	,0.168406	,
0.0109327	,2.94438	,
0.0238387	,0.210211	,
0.0122531	,0.0906444	,
0.0371673	,0.405936	,
0.0164704	,0.0764647	,
0.0284577	,0.437842	,
0.0212995	,0.434555	,
0.0194866	,0.0759919	,
0.0132041	,0.0572941	,
0.0121742	,0.0805141	,
0.030703	,0.362284	,
0.0429868	,0.707501	,
0.0304812	,2.82214	,
0.0186908	,0.0616077	,
0.0128152	,0.0886336	,
0.026984	,2.69034	,
0.00815985	,0.0450449	,
0.0116297	,0.0902054	,
0.0125718	,0.0610691	,
0.00722361	,0.0581731	,
0.00591523	,0.0445619	,
0.0193742	,0.393959	,
0.0100677	,0.106173	,
0.0143822	,0.102674	,
0.00971461	,0.149544	,
0.0189312	,2.75579	,
0.017191	,2.8489	,
0.0112992	,2.83697	,
0.0199233	,0.115606	,
0.0251884	,0.0413745	,
0.0206619	,2.72592	,
0.0108142	,0.0725228	,
